client_id,path,sentence_id,sentence,sentence_domain,up_votes,down_votes,age,gender,accents,variant,locale,segment
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029299.wav,1fd197d2b69ba3429c9c5d326706970ab643c83e4eed9438df3876924cad7798,"Жігіт жанған шоқ болсын, шоқ болмаса, жоқ болсын.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029300.wav,32179d04fd9d235a90ae611b2f3fb5ed63dec0fc752bb8a8b4fd4974aba280c1,"Жаман адамға іс түссе, жаныңды сұрар шешуге.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029338.wav,34d94eb322a2f3cdc277536d6033d17f5aeb44c09783f3c587753e07a796b0c0,"Алтын, күміс жауған жерден де туып-өскен ел артық.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029339.wav,03e0e362988624d4b3b5c4ad13e737127b3c0b275e3c1cce8d79c9e924212bfc,Шешесі өсекшінің — қызы өтірікші.,,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029340.wav,30c2bfbbbb1c8d549945f242733d8f5b79de68f5800a975125dc07e10996cf2e,Ит баласы жүре азар.,,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029341.wav,2d492d6498d120a10410ad5592b10680f029d985d3db3a75dd8e0f6158dac25b,"Қатын ер қасында, қараша хан қасында.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029342.wav,0757a47b595e97720af66d4a650fc4a99940faba43928e393c13b3b493e52b2e,"Түйе тайғақ келеді, табанынан мөр кетсе.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029343.wav,2f100b7e285037361157011883fd99a6fae8ef3f1ca63f618da04b580bd9be5d,"Ескісіз жаңа болмас, жамансыз жақсы болмас.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029344.wav,29b9be90f56c25d52225539794509ed0bb134c8b19b9ca94bfdaeb9b84de1a0b,"Жас — кәрінің көретін көзі, кәрі — жастың түзейтін тезі.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029345.wav,3367b105c0b7f8a0dc3c2e94e7d174af0d5c95e6603c66a04271faf73633c233,"Ауыр ой адамды тұңғиыққа да батырады, ерлік іске де шақырады.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029346.wav,237a1b2ec94884f7a88692b14873dbaae928dd72171706da9cccd84c12581cbb,"Іші таудан табылды, тысы қайдан табылды, қырылғырдың қыздары қылып берер дейсің бе?!",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029347.wav,25b1872edb47f0217bc6a2889f016e0767745d49f2cf1be43bc26ac725084585,Көргеннен көзақы сұрама.,,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029353.wav,2b6727c4cfba8fa0fc37fb07b77c5c61249e497b0c20fe393b624e28e917f871,"Ат қартайса, сүріншек болар, ер қартайса, жаңылшақ болар.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029354.wav,24178c04b49f7b3fe447fe56b0cd9d581ae78b2f73111f2870e206f07a00e58e,"Бақыт келерінде жігітті ұйықтатпайды, бақыт кетерінде жігітті оятпайды.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029355.wav,33797cd4ae1afa22d7cc03dcfe4a439b49430b9d33907834753a4213ad4331c8,"Жолдасың соқыр болса, бір көзіңді қысып жүр.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029356.wav,232cb226eaf991ad89a5a24ea7f7e497ee361f400717ad9e987a9efc3208a022,"Егін піспей тұрып, қап сайла.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029357.wav,30ee60d25163bc8d6bc89af6c1cbe92cfd816cd4223f1272b0e4414e1d4d4c60,"Қыдырлы қонақ қыдырып келер, қыдыры артынан шұбырып келер.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029358.wav,305d2891fc75b65d4700aa051f5cebaab037ffce10cc4366d167fa761781c127,Қарыстан сүйем жуық.,,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029359.wav,3245b59edf4b7ab864ac43065ca802ca1daec8df72b4a9cda9132769f3bf311b,"Білімдімен жолдас болсаң, білікті боларсың.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029360.wav,33bd4e9a0678cacb15016692b2b555391b68f8c38f3f10aeb9b500dbd8562f31,"Атадан бала туса игі, ата жолын қуса игі.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029361.wav,3141eb7b6c67979f946f70ef37b017f06106ae14058209c5ce874bf0a708e75d,Ер қаруы — бес қару.,,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029362.wav,2ca69553d8465956495d7982b05f94afe0a9f5fa02d9342c91335131c9abe6e9,"Ет жегеннің бәрі қонақ, енші алғанның бәрі бөрік.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029368.wav,0bb46ae17dd9b21ee74f3aaec0afaa4d9d02b596e9adc68e7c032cc0e63d2ba9,"Шын би сөзіңді бағады, сұм би көзіңді бағады.",,2,1,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029369.wav,28bc914822a3ce7f87fe6a394ac9ef629234e9fe6fc1a76ce9e4ba53b90b2f36,"Басы қату болса, аяғы тату болады.",,2,1,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029370.wav,2dce2ad57a3503a65ea10647412d0a8a99827278cad83c5653962c29692232dd,"Жаман етке келеді, жақсы ниетке келеді.",,2,1,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029371.wav,18bc8c97ef7ed21a1bf97e1b8ba9b1b2ae7aaba311f072068f5c58b840d280aa,"Ішкен мас, тойған тоқ.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029372.wav,326f6ec7cba7de6bb69eb592c3814d5db44b4931bc9dc70b1d7478b95ab1206b,"Қыз жақсы болса, елдің көркі, жаман болса, үйдің жұты.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029378.wav,01fd301f739a0f8db17d8a6d46663cfb6cb407f8e4f7a7e4fd5b40e1a0fc492f,"Баланың өзі туғандай, келіннің өзі келгендей.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029379.wav,072037512a7f93820e236bdb5df39079344b0369a7e11999664b2dce4958e4a7,"Ит пысқырса, мал өледі, қожа пысқырса, адам өледі.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029380.wav,346afa4e8b7cae6389c8c53c0045de8a43bcfac1d40b2ddeb08ef06c0ebebd99,Азғыруға адамның шайтаны жаман.,,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029381.wav,3520083ffdc60006c472ec91593e32889688b32b4eefc57d5792cd1d206c3156,"Қыз өссе, үйге жұт, ұл өссе, үйге құт.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029382.wav,2e85098d48724ee1557d965f2872ba9bb25665e7ee896d98e247b625fea4727b,"Көз сыртында көз бар, тіл астында тіл бар.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029383.wav,1f1274a0214d95a18829d6243ed64d4b7947c4f3bd29c673bcd5289a4bebb197,"Байлар ашты тоқ санар, аш жаманын жоқ санар.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029384.wav,1344d4766b42bbc46d0e5e0eefdf90b6fb85d92c3638e3c0dc5598cb232e8718,"Арық атқа қамшы жау, жыртық үйге тамшы жау.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029385.wav,017ae0becd0b9c08b81ca03e2938d9741615a58271383f0591494c834974382c,"Ұрлық қылып, мал берсе, адалдықтан не пайда?",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029386.wav,170ebdae1184abecd33bebcc815b4352b4c78f5039f3d6fd4ad38be3d239ceb4,Ақсақ қой түстен кейін маңырайды.,,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029387.wav,26f896686fd0a80fc84e06dd168bd58e3e058b1c7c0cf4ec71bf80c63b3779e4,"Жүздің жүзін танығанша, бірдің атын біл.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029388.wav,2b1b59f806860ab18b321c99ca3e42c60cc4813fbd4517309d671ebfe02833fe,"Жаманмен жолдас болсаң, кесірі жұғар.",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029391.wav,33bc377f2bf29de6b3cd13a29bc0b18248a1f475e92d7e8b1fbdb4a7b2aca23b,Шөлдегі шұқанақ суға тоймас.,,3,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029395.wav,1608d2cebb3cc9c7f8dcf5e420b04cc09843677552590adf641a92b5f5b3fbed,"Бұл сексен көрейін деген жасым ба еді, быламық ішейін деген асым ба еді?",,2,0,teens,male_masculine,,,kk,
a7c444851738561bca94dc9f8525b2819433137309fe955eb1b152830a97b9bac87733d057483d1d20f53e152050504538c27422b29d7843997f3a256324c582,common_voice_kk_25029397.wav,052db0a28decb6931069b2a2b8e2fddb09f8eacfeb4633ccc12d1a0c55ff058a,"Ақшасыздың қолы келте, жалқаулардың тоны келте.",,2,0,teens,male_masculine,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975785.wav,02f94a3dc7410cdb28c1009f36ac36f4c6d83404b34ca0121021738e0d24f9b5,"Ісің ақ болса, Құдайың жақ болады.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975786.wav,13636f3a551915a80bec4580fa4dadd7c43a4ed2f01001eb6564eb16760b95a3,Жаны күйген Тәңірін қарғар.,,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975787.wav,126f85295865f6259fdbebbb3ed2572c00ae1ba76928155eab7de451d262de83,Жолсызда кібіртіктеп қорғалайды.,,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975788.wav,1d88361103e8f8c903654e17e61e60b1fcc91a6d8229235e0b8a93938c16b1ab,"Жақсы кісі мақтанса, «Жаманнан жата беріп қалдым» дер.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975789.wav,1c4a8d40275a72898f49e3ab590fa81f4552933cadfc170db4aa91f1e7d7904b,"Талапты бала талпынған құстай, құмары қанбас, аспанға ұшпай.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975795.wav,186a5fd9de1faa321e3184dc790684b7b172ef2bd1b8737710f223cae676a637,"Жауға батыл бол, дауға бақыл бол.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975796.wav,0de29dc9da87fdb2b7bfe6239710f86b74b8822c2d98f0e919519d483150911d,"Жақсыға айтсаң, біледі, жаманға айтсаң, күледі.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975797.wav,1327a30eb80117707f9672d2b5ceb09645aa09ed8fcc610f9aa795c77379bc55,"Ағадан іні ақылды болса, үш жасы үлкен болады.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975798.wav,0da87491e08576db25032196c7e082c0e36b8a20f9434656959bbd047414368e,"Баланы жастан, қатынды бастан.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975799.wav,1c0975825b41bb58996d66a7fc64c52816fb4831b104c4f27d77cf94685fb236,"Ел ағасыз болмас, тон жағасыз болмас.",,2,1,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975800.wav,1dc5c4cdb74e792024b02da38c2cc39bcc4d26f76157fba2ae0ce6350c6d5f45,"Баласы бардың өзі ойнар, баласы жоқтың көзі ойнар.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975801.wav,1b11e21d9d8c139c5cfc5d29142000d7e9abd078fda81181d349941f5c06b5e7,"Жастықта бейнет бер, қартайғанда зейнет бер.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975802.wav,04181ab2127c727060721779e8e24e61e4b4962082b8a244ddad019da97175a2,"Гүрілдеп келген жаудан, күлімдеп келген қас жаман.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975803.wav,15fe87ee8d5f95f4ec38f43cd0ea74a92e8a3f37b7539627d40bff65676c7fb6,Күрекке жұмыс табылар.,,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975804.wav,0c0a13d6bb2bc577e6d53c98137f527e100e3bc83af883596a87d9e97db890f8,"Тоңға жатқан мал оңбас, тобырға түскен іс оңбас.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975810.wav,042c1a9ed90ddc1b15f6898a16fad6b99e87137314094d2994ee39cbf43f7087,"Қатын шайпау болмай, ер жалғыз үй қонбайды.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975811.wav,1288dbb1caacc884ce0d7451cb13c6f34ba9485578912df5a89de9223fc25977,"Өсер бала өрісшіл, өспейтін ұл керісшіл.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975812.wav,1d6e7eaab1dee652f859ffbf0f1939955f7154bbe768ec202416ba4e2818c9c2,Жұмысы жоқ ит ойнатар.,,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975813.wav,1ae51db3f9b32af42b3bc573a91db9dd5551c8582db93196d43654bbc4cfa15d,Күншілдің күні шықпайды.,,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975814.wav,0b380736edf3b0fc17ee2c7d698d876b08146c53c9e2c9892a7accdcf51d253a,"Жақсы болса алғаның, үйіңнен кісі кетпейді, жаман болса алғаның, тек жүргенге жетпейді.",,2,0,,,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975850.wav,036e36576edc1c089cc19db0f5ff737ba7b86877b7b4e5ac31e5b07db1bce471,"Көлдің құты кетсе, құтаны үш күн бұрын кетер.",,2,0,twenties,male_masculine,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975851.wav,1348e2ad0e66f1d9c5dc917ce4f9cf44a02708a5e0df954c489d79b0fc16f96f,"Бала, баланың ісі шала.",,2,0,twenties,male_masculine,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975852.wav,00d23dca7bc095fcb5b2f36cd7b3289cb95ab096c73b1d507573cea4d8aedd4a,"Сабырлық қуанышқа жетер, ашу күйінішке кетер.",,2,0,twenties,male_masculine,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975854.wav,05fb2a12ac18a6c73177e0e33f398ff7f2af82f0075d7e6c8eeff6e7c830287b,Жолы қырсыққан итке боқ кездеспес.,,2,0,twenties,male_masculine,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975870.wav,0c4ea4cb98c63cbab7d314dc8f60eb476be34cbf62b267ba25d426011812b66a,"Тәуекелдің кемесі суға батпайды, отқа жанбайды.",,2,0,twenties,male_masculine,,,kk,
81f550b693b06aca71218583a932a98ceaccf7bc2be16f896cf1cebd3699abd6fc8605ac3f04882d706153ddf6d6630ae77344e66d175875ef337d0d0ec3b044,common_voice_kk_24975871.wav,05f6a2e0fac5ac4c59e452e99a543ea2a1b691b534fc9d066560f01eb6ee77df,Айласыз батыр алдырар.,,2,0,twenties,male_masculine,,,kk,
